?Codigo;Descricao;Unidade
760513;SERRA PODA COM GANCHO E CABEÇOTE UNIVERS;CDA
760514;ARCO AJUST SERRA 658MM PODAS ARVORE;CDA
760516;Kit de Cortador de Galhos a Bateria mode;CDA
760530;FASIMETRO13 8KV60HZC/SEQ FASE 1 16KVUN;
760532;CHAVE FENDA 1/4X6 MED ISOL. 1000V PROF;
780005;ALICATE DE COMPRENSÃO 12 TON;CDA
780007;Ferramenta de Inserção de Conector Tipo;CDA
780008;BROCA DE VIDEA 8MM PARA PERFURAR CONCRET;CDA
780009;BROCA DE VIDEA 6MM PARA PERFURAR CONCRET;CDA
780010;Recipiente para transporte de combustíve;CDA
780011;"TARRAXA 1""";CDA
780566;PARAF CABECA SEXT AÇO INOX M12X60 410.19;PEÇ
780568;PARAFUSO AUTO ATARRAXANTE 1X 1/8 D410.21;PEÇ
780569;PARAF AUTO ATARRA FE ZINC.6 3X38 D410.21;PEÇ
780570;PARAF.CABÇ.CILÍND.FENDA FE ZINC.6 3X16MM;PEÇ
780571;PARAF.C.LIMÃO C/FENDA FE ZINC.1/4X1/2;PEÇ
780572;PARAF.C.LIMÃO C/FENDA FE ZINC.3/16X1;PEÇ
780573;PARAF.C.LIMÃO C/FENDA FE ZINC.3/16X3/8;PEÇ
780574;PARAF.C.REDONDA 3/16X1/2P C/ARRUELA;PEÇ
780580;PARAF.FENDA CAB.PLANA 5 0X50MMP/BUCHA S8;PEÇ
780581;BUCHA PLAST/NYLON S8 4.5MM A 6MM D641.26;PEÇ
780586;PARAFUSO OLHAL AZ 16X500 PM BR410.17;PEÇ
780596;CINTA P/POSTE CIRC 390MM D435.07;PEÇ
780597;CINTA P/POSTE CIRC 350MM D435.07;PEÇ
780607;PARAFUSO CB SEXT INOX 12X125 COMP D41019;UN
780644;PARAFUSO CAB QUAD AL M16X200 PM BR904.10;UN
780645;PARAFUSO CAB QUAD AL M16X250 PM BR904.10;UN
780646;PARAFUSO CAB QUAD AL M16X300 PM BR904.10;UN
780648;PARAFUSO CAB QUAD AL M16X400 PM BR904.10;UN
780653;PARAFUSO CAB QUAD AZ 16X200 D41010;UN
780654;PARAFUSO CAB QUAD AZ 16X250 D41010;UN
780655;PARAFUSO CAB QUAD AZ 16X300 D41010;UN
780656;PARAFUSO CAB QUAD AZ 16X350 D41010;UN
780657;PARAFUSO CAB QUAD AZ 16X400 D41010;UN
780659;PARAFUSO CAB QUAD AZ 16X 50 D41010;UN
780710;ARRUELA QUADRADA AZ  50X3X18MM D41003;UN
780711;ARRUELA QUADRADA AZ  38X3X14MM D41003;UN
780730;HASTE ANCORA AZ 16X2400 D44501 FP;UN
780742;CINTA P/POSTE CIRC 230MM D435.07;PEÇ
780743;CINTA P/POSTE CIRC 250MM D435.07;PEÇ
780744;CINTA P/POSTE CIRC 270MM D435.07;PEÇ
780745;CINTA P/POSTE CIRC 290MM D435.07;PEÇ
780746;CINTA POSTE CIRC.AL 310MM PM 1257 I16 R3;PEÇ
780747;CINTA POSTE CIRC.AL 330MM PM 1257 I17 R3;PEÇ
780748;PORCA LIGA DE ALUMÍNIO  DED 1263 R2;PEÇ
780749;PINO CURTO ISOL AZ 190X36X36MM D51202;PEÇ
780750;PARAF CAB ABAUL LIGA AL M16X45 D90415;PEÇ
780751;PARAF CAB ABAUL LIGA AL M16X70 D90415;PEÇ
780752;PARAF CAB ABAUL LIGA AL M16X150 D90415;PEÇ
780753;PARAFUSO CAB ABAUL AZ 16X 45 D41015;PEÇ
780754;PARAFUSO CAB ABAUL AZ 16X 70 D41015;PEÇ
780755;PARAFUSO CAB ABAUL AZ 16X150 D41015;PEÇ
780757;PARAFUSO CAB QUAD AL M16X50 D1261 FP;PEÇ
780758;PARAFUSO CAB QUAD AZ 16X125 D41010;PEÇ
780759;PARAFUSO CAB QUAD AZ 16X150 D41010;PEÇ
780760;PARAFUSO CAB QUAD AL M16X125 PM BR904.10;PEÇ
780761;PARAF.CAB.QUA200X120X16MM DED0045 I4R4FP;PEÇ
780762;PARAF.CAB.QUA250X170X16MM DED0045 I5R4FP;PEÇ
780763;PARAF.CAB.QUA300X220X16MM DED0045 I6R4FP;PEÇ
780764;PARAF.CAB.QUA350X270X16MM DED0045 I7R4FP;PEÇ
780765;PARAF.CAB.QUA400X320X16MM DED0045 I8R4FP;PEÇ
780767;PARAFUSO CAB QUAD AL M16X150 PM BR904.10;PEÇ
780768;PINO ISOL AZ CRUZETA 294X140X60MM D51202;PEÇ
780769;PARAFUSO CAB QUAD AL M16X200 D1261 FP;PEÇ
780770;PARAFUSO CAB QUAD AL M16X250 D1261 FP;PEÇ
780771;PORCA DE AÇO CARBONO  DED 0047 R.4 FP;PEÇ
780772;PARAFUSO CAB QUAD AL M16X300 D1261 FP;PEÇ
780773;PARAFUSO CAB QUAD AL M16X350 PM BR904.10;PEÇ
780775;PARAFUSO  CABEÇA QUAD. LIGA AL 450X370X1;PEÇ
780777;PARAFUSO CABEÇA QUAD.LIGA AL550X470X1 FP;PEÇ
780779;PARAFUSO ROSCA DUP AZ 16X400 R175 D41028;PEÇ
780780;PARAFUSO ROSCA DUP AZ 16X450 R200 D41028;PEÇ
780781;PARAFUSO ROSCA DUP AZ 16X500 R225 D41028;PEÇ
780782;PARAFUSO ROSCA DUP AZ 16X550 R250 D41028;PEÇ
780783;PARAFUSO ROSCA DUP AZ 16X600 R275 D41028;PEÇ
780784;PARAF ROSC DUP AL 400X175X16MM DQN 1991;PEÇ
780785;PARAF ROSC DUP AL 450X200X16MM DQN 1991;PEÇ
780786;PARAF ROSC DUP AL 500X225X16MM DQN 1991;PEÇ
780787;PARAF ROSC DUP AL 550X250X16MM DQN 1991;PEÇ
780788;PARAF ROSC DUP AL 600X275X16MM DQN 1991;PEÇ
780792;CHUMBADOR EXPANS ROSCA M12X2 00 DQN2134;PEÇ
780801;CINTA POSTE CIRC.AL 160MM PM 1257 I2 R3;PEÇ
780820;PINO AUTOTRAVANTE ISOL 190X140 D51507 FP;PEÇ
780907;SELO SEMI BAR SEXT/CAD AMARELO D19044;UN
780908;SELO SEMI BAR SEXT/CAD LILAS D19044;UN
780929;PARAF.PHILLIPS 4 8X50MM PMA 410.22.1;PEÇ
780932;PORCA OLHAL AZ M16X2 D410.39;UN
780938;BUCHA  NYLON  SEM PARAFUSO NR 8;UN
781306;ALAVANCA ACO CILINDRICA PONTA RETA ;
781309;CAIXA  FERRAMENTAS ELETRICISTA  TIP;
800215;ELO OLHAL  90°  AÇO CARBONO  GALVANIZADO;PEÇ
800218;LUVA DE VAQUETA TAM. G 270x150MM;UN
800219;LUVA DE VAQUETA TAM. M 225x130MM;UN
800246;EMENDA RETA CB MT AL 35MM PM2031R2;PEÇ
800250;FITA AMARRACAO ACO INOX NAT 12 7MM X 20M;M
800258;LAMINA DESLIG TIPO C 17.5KV 300A D19806;PEÇ
800264;CAIXA PASS CONC 1000X1100X1100MM D31702;UN
800268;PT CONC. DT 7MX150DAN PM0055 I23  SUCATA;PEÇ
800291;ESPUMA EXPANSIVA PU 500ML;UN
820088;CRUZETA MAD INSERVIVEL NO ESTADO;PEÇ
820091;CHAVE C CIRCUITO DIV TIPOS SUCATA;KG
820093;ISOLADOR  DIV.TIPO INSERVIVEL SUCATA;KG
820096;FERRO FUNDIDO SUCATA;KG
820097;PARAFUSO E FERRAGEM ZINCADO SUCATA;KG
820098;FIO E CORDOALHA ACO DIVERSOS TIPOS   SUC;KG
820099;FERRO BATIDO SUCATA;KG
820100;POSTE  FE OXIDADO DIV TAMANHOS SUCATA;PEÇ
820102;FIO E CABO CU NU   DIV TIPOS   SUCATA;KG
820103;FIO E CABO  AL NU C/ALMA ACO DIVERSOS TI;KG
820104;FIO CABO COBRE ISOLADO DIV TIP SUCATA;KG
820105;FIOS E CORDOALHAS CU DIV.TIPOS SUCATA;KG
820106;SUCATA DE OUTROS;KG
820146;PARA RAIOS POLIM 120KV ZNO 10KA sucata;UN
820162;CILINDRO DE SEGURANÇA  CONFECC AÇO/COBRE;PEÇ
820167;PLACA MED 2 POS SMF ENCAP ALUM 776X300MM;UN
820482;TUBO  PEÇA  LUMINÁRIA  EM ALUMÍNIO SUCAT;KG
820485;BATERIA P/SE DIVERSOS TIPOS CAPAC SUCATA;KG
820527;POSTE  CONCRETO DUPLO T DIVERSOS TAMANHO;PEÇ
830104;CHAPA CURVA;AZ
850008;CJ ATERR TEMP SELA RD MT  SOLO ET HS 189;CDA
850009;CONJUNTO PROT. OPER.MOTOSSERRA ET HS 312;CDA
850027;CJ ATERR TEMP SELA RD MT ESCAD ET HS 189;CDA
850028;ATERRAMENTO RAP. CUBÍC. 13 8KV ET HS 189;CDA
850029;CAPACETE SEG. FRO. CL.B BRANCO ET HS 311;CDA
850030;CAPACETE  AF  CLASSE B  VERDE  ET HS 311;CDA
850031;CAPACETE  AF.  CLASSE B  AZUL  ET HS 311;CDA
850032;MANGA  PROT  AT  CL4  PRETA  M ET HS 216;PAR
850033;MANGA PROT  AT  CL4  LARANJA G ET HS 216;PAR
850034;MANGA PROT  AT  CL2  AMARELA G ET HS 216;PAR
850035;"LUVA SEG AT BOR 12 0"" CL4 36KV ET HS 216";PAR
850036;"LUVA SEG AT BOR 10 5"" CL4 36KV ET HS 216";PAR
850037;"LUVA SEG AT BOR 8 0"" CL4 36KV ET HS 216 ";CDA
850038;"LUVA SEG AT BOR 12 0"" CL2 20KV ET HS 216";CDA
850039;"LUVA SEG AT BOR 11 5"" CL2 20KV ET HS 216";CDA
850040;"LUVA SEG AT BORR 8 5"" CL2 20KV ET HS 216";CDA
850041;CONJ TRAB ALTURA LV TAM 2 ET HS 128 KIT;CDA
850042;CONJ TRAB ALTURA LV TAM 1 ET HS 128 KIT;CDA
850043;CAMISA RETARDANTE CHAMA LONG XG ET HS 55;CDA
850044;CAMISA RETARDANTE CHAMA LONG PP ET HS 55;CDA
850045;CALCA RETARD CHAMA  TAM XG(60)  ET HS 55;CDA
850075;LUVA DE VAQUETA  P  225X120MM  ET HS 218;PAR
850076;"LUVA ISOL. BORR. 12""  CL0  1KV ET HS 216";PAR
850077;"LUVA ISOL. BORR. 11 5"" CL0 1KV ET HS 216";PAR
850078;"LUVA ISOL. BORR. 11""  CL0  1KV ET HS 216";PAR
850079;DESCENSOR AUTO BLOCANTE 9 13MM ET HS 128;CDA
850080;"LUVA ISOL. BORR. 8 5"" CL0 1KV  ET HS 216";PAR
850081;"LUVA ISOL. BORR. 8""  CL0  1KV  ET HS 216";PAR
850094;"LUVA SEG AT BOR  8 5"" CL4 36KV ET HS 216";PAR
850095;PERNEIRA DE SEGURANCA C/ FIVELA ET HS 65;PAR
850096;LUVA DE SUEDINE SEM COST TAM.P ET HS 218;PAR
850097;CONJ. CAPACETE+PROT FACIAL BR  ET HS 311;CDA
850098;OCULOS SEGURANCA LENTE INCOLOR ET HS 130;CDA
850099;OCULOS SEG LENTE CINZA TON.3 0 ET HS 130;CDA
850100;OCULOS SEG LENTE CINZA TON.2 0 ET HS 130;CDA
850103;DISPOSITIVO (ICC) CONJ 3 PEÇAS ET HS 128;CDA
850104;ATERR RAP RD PR 3F SOLO SUBCJ1 ET HS 189;CDA
850154;SACOLA  LONA  VERDE 30X48X60CM ET HS 128;CDA
850156;TALABARTE SIMPLES TIPO I DIEL. ET HS 128;CDA
850158;MOSQUETAO SERV TP.PERA 3 TRAVA ET HS 128;CDA
850159;MOSQUETAO SERV TP.OVAL 3 TRAVA ET HS 128;CDA
850173;BOTA SEG BORRACHA PRETA 45 EMS05;PAR
850174;BOTA SEG BORRACHA PRETA 44 EMS05;PAR
850175;BOTA SEG BORRACHA PRETA 43 EMS05;PAR
850176;BOTA SEG BORRACHA PRETA/MARROM TAM 42;PAR
850177;BOTA SEG BORRACHA PRETA/MARROM TAM 41;PAR
850178;BOTA SEG BORRACHA PRETA/MARROM TAM 40;PAR
850179;BOTA SEG BORRACHA PRETA 36 EMS05;PAR
850180;BOTA SEG BORRACHA PRETA 37 EMS05;PAR
850181;BOTA SEG BORRACHA PRETA 38 EMS05;PAR
850182;BOTA SEG BORRACHA PRETA 39 EMS05;PAR
850190;LUVA DE VAQUETA;PAR
850200;BOTA SEG COURO SOLADO PU PRETA 45 EMS06;PAR
850204;DETETOR TENSAO BT 50V 1KV SON/LUMI EMS32;UN
850209;CAPACETE SEG ABA FRONTAL AZUL ROYAL;PEÇ
850211;OCULOS DE PROTEÇAO SOBREPOR TRANSPARENTE;PEÇ
850246;CABEÇOTE ADAPTADOR;ABRIR CHAVE/ICC
850253;BOTA SEG BORRACHA PRETA 35 EMS05;PAR
850274;PROTETOR SOLAR LUVEX FPS 60 120G C/ REP.;UN
850296;CINTA ANCORAGEM REGULAVEL 30/120CM;UN
850313;CONJ PROT CHUVA JA+CAL TAM GG HSE 19 129;CJT
850315;CONJ PROT CHUVA JAQ+CAL TAM P HSE 19 129;CJT
850316;CONJ PROT CHUVA JAQ+CALTAM EG HSE 19 129;CJT
850317;BANQUETA ISOLANTE FIBRA DE VIDRO ANTI DE;UN
850318;CAIXA PRIMEIROS SOCORROS CONJ TIPO 1;UN
850319;CALCA RET CHAMA TAM PP(34 36) HSE 17 055;UN
850320;CALCA RET CHAMA TAM P(38 40) HSE 17 055;UN
850321;CALCA RET CHAMA TAM M(42 44) HSE 17 055;UN
850322;CALCA RET CHAMA TAM G(46 44) HSE 17 055;UN
850323;CALCA RET CHAMA TAM GG(50 52)HSE 17 055;UN
850330;CAMISA RET CHAMA LONG G(52 54)HSE 17 055;UN
850331;CAMISA RET CHAMA LONG GG(56 58)HSE 17 55;UN
850332;CAMISA RET CHAMA LONG M(48 50)HSE 17 055;UN
850333;LENCOL  BORRACHA ISOLANTE  BT CLASS(USD);M
850336;CAMISA RET CHAMA LONG P(44 46)HSE 17 055;UN
850360;FURADEIRA ELETRICA PORTATIL 220V 40;UN
850378;TOUCA PROT BALACLAVA/2OR MALHA CRU TAM U;UN
850386;HASTE ATERR CANTONEIRA AÇO GALV 80005 FP;PEÇ
850387;"HASTE ATERR AÇO COBR 3/4"" 3000MM D80001";PEÇ
850388;ADESIVO IDENT ETIQ IDENT N 0 115X80MM;PEÇ
850389;ETIQUETA IDENTIFICADORA N°1 PM 1862I2R3;PEÇ
850390;ETIQUETA IDENTIFICADORA N° 2 PM 1862I3R3;PEÇ
850391;ETIQUETA IDENTIFICADORA N°3 PM 1862I4R3;PEÇ
850392;ETIQUETA IDENTIFICADORA N°4 PM 1862I5R3;PEÇ
850393;ETIQUETA IDENTIFICADORA N°5 PM 1862I6R3;PEÇ
850394;ETIQUETA IDENTIFICADORA N°6 PM 1862I7R3;PEÇ
850395;ETIQUETA IDENTIFICADORA N°7 PM 1862I8R3;PEÇ
850396;ETIQUETA IDENTIFICADORA N°8 PM 1862I9R3;PEÇ
850397;ETIQUETA IDENTIFICADORA N°9 PM 1862I10R3;PEÇ
850412;SELO SEMI BAR SEXT/CAD CINZA D19044;PEÇ
850414;SELO SEMI BAR SEXT/CAD VERDE D19044;PEÇ
850444;TRAVA QUEDA P/CORDAS TRAB ALT HSE 19 128;UN
850445;PICARETA SEM CABO MARCA CLUCH;UN
850453;"LUVA SEG AT BORR 9 0"" CL2 17KV HSE20 216";PAR
850454;"LUVA SEG AT BORR 9 5"" CL2 17KV HSE20 216";PAR
850455;"LUVA SEG AT BOR 10"" CL2 17KV HSE20 216";PAR
850459;CARNEIRA  REGULAVEL  P/CAPACETE V G;UN
850463;BOLSA  GUARDA LUVAS ISOLANTE LONA I;UN
850465;BALDE  LONA FIO 10 IMPERMEAVEL ALT;UN
850466;BOTINA COURO C/CAD N°37 HSE 19 0131 EDGO;PAR
850467;BOTINA COURO C/CAD N°38 HSE 19 0131 EDGO;PAR
850468;BOTINA COURO C/CAD N°39 HSE 19 0131 EDGO;PAR
850469;BOTINA COURO C/CAD N°40 HSE 19 0131 EDGO;PAR
850470;BOTINA COURO C/CAD N°42 HSE 19 0131 EDGO;PAR
850471;BOTINA COURO C/CAD N°43 HSE 19 0131 EDGO;PAR
850472;CONE  SINALIZACAO  PVC FLEXIVEL LAR;UN
850473;PRENDEDOR  PARA UTILIZ EM COBERTURA;UN
850474;"LUVA ISOL. BORR. 10"" CL0  1KV  ET HS 216";PAR
850476;"LUVA ISOL. BORR. 9""  CL0  1KV  ET HS 216";PAR
850478;"LUVA ISOL. BORR. 10 5"" CL0 1KV ET HS 216";PAR
850485;PLACA  SINALIZACAO  FIBRA DE VIDRO ;UN
850487;CONE  SINALIZACAO  EMBORRACHADO 75CM;UN
850488;LUVA PROTECAO COBERTURA TAM. P;PAR
850490;LUVA PROTECAO COBERTURA TAM. G;PAR
850491;"LUVA SEG AT BOR 10"" CL4 36KV HSE20 216";PAR
850492;BOLSA  PARA FERRAMENTAS  LONA VERDE;UN
850497;LUVA PROTECAO COBERTURA TAM. M;PAR
850498;BOTINA COURO C/CAD N°44 HSE 19 0131 EDGO;PAR
850502;"LUVA SEG AT BOR 10 5"" CL2 17KV HSE20 216";PAR
850508;"LUVA SEG AT BOR 11 5"" CL4 36KV HSE20 216";PAR
850509;"LUVA SEG AT BOR 9 0"" CL4 36KV HSE20 216";PAR
850510;"LUVA SEG AT BOR 9 5"" CL4 36KV HSE20 216";PAR
850511;MACACAO  SEG. APICULTOR TAM. G;CJT
850514;ATERRAMENTO RAPIDO  REDE SECUNDARIA;CJT
850516;LONA PLAST EQ/FERR SOLO LA/PR HSE 19 128;M
850521;CORDA  SEGURANCA ESTATICA  POLIAMID;M
850522;MOSQUETAO  ACO TIPO OVAL (ELO) MANU;UN
850523;TALABARTE SEG POSICIONAMENTO HSE 19 128;UN
850525;CONJ TRAB ALTURA P/POSTES N:1 HSE 19 128;CJT
850527;CONJ TRAB ALTURA P/POSTES N:2 HSE 19 128;CJT
850528;"LUVA SEG AT BOR 11"" CL4 36KV HSE20 216";PAR
850532;FITA  SINALIZACAO AREA  REFLETIVA 5;RLL
850537;"LUVA ISOL. BORR. 9 5"" CL0 1KV  ET HS 216";PAR
850541;"LUVA SEG AT BOR 11"" CL2 17KV HSE20 216";PAR
850542;LUVA  ISOLANTE  BORRACHA CL 1 AT US;PAR
850543;MANGA ISOL AT CL2 17KV M ET HS 216;PAR
850545;MOSQUETAO CINTURAO PQDT TIPO D ET HS 128;CDA
850546;MOSQUETAO CINT.PQDT PERA 3TRAV ET HS 128;CDA
850547;GANCHO P/CARRETILHA DUPLA ACAO ET HS 128;CDA
850548;FITA ANCORAGEM TRANSPOSIC 1 5M ET HS 128;CDA
850549;FITA ANCORAGEM TRANSPOSIC 1 2M ET HS 128;CDA
850550;FITA ANCORAGEM ABSOR 1 2M 25KN ET HS 128;CDA
850551;FITA ANCORAG ANEL C/OLHAL 2 0M ET HS 128;CDA
850552;FITA ANCORAG ANEL C/OLHAL 1 5M ET HS 128;CDA
850553;DISPOSITIVO ANCORAGEM FECH PEQ ET HS 128;CDA
850554;DISPOSITIVO ANCORAG.FECH MÉDIO ET HS 128;CDA
850557;CORDA P/CARRETIL 25M 12MM ANEL ET HS 128;CXT
850559;CINTURAO SEG PQDT LINHAVIVA N2 ET HS 128;CDA
850560;CINTURAO SEG PQDT LINHAVIVA N1 ET HS 128;CDA
850561;CINTURAO SEG TIP PARA QUED N1  ET HS 128;CDA
850562;CARRETILHA DUPLA ACAO C/ CORDA ET HS 128;CDA
850563;AGULHÃO P/ ANCOR.LINHA DE VIDA ET HS 128;CDA
850565;LUVA DE TATO  TAMANHO M  6 KGF ET HS 218;PAR
850566;LUVA DE SUEDINE SEM COST TAM.G ET HS 218;PAR
850567;LUVA DE TATO  TAMANHO P  6 KGF ET HS 218;PAR
850568;LUVA DE SUEDINE SEM COST TAM.M ET HS 218;PAR
850602;ATERRAMENTO RAPID RD COMPACT HSE 19 0189;CJT
850603;ATERRAMENTO RAPID RD PR TRIF HSE 19 0189;CJT
850611;HASTE ATERRAMENTO ACO CU 5/8POL PM1945I2;UN
850632;BOTINA SEG ELETR COUR PT C/BIQ 35 EMS06;
850634;AVISO DE RISCO ELETRICO  PM 2155 R3 EPC;
850635;AVISO DE PERIGO DE VIDA EPC;
850638;CINTA ANCORAGEM;POLIESTER
850639;CINTA ANCORAGEMPOLIESTER2000MMEMS34;UN
850640;CINTA ANCORAGEMPOLIESTER1500MMEMS34;UN
850646;BANDEIROLA SINAL.VINIL VERMELHA C/ BOTÃO;UN
850675;SERROTE  PARA MADEIRA  600 MM 24 PO;
850682;FITA SINALIZAÇÃO 220.15.0;
850684;SERRA  PODAR GALHOS LINHA VIVA  C/E;
850685;BOTINA COURO C/CAD N°41 HSE 19 0131 EDGO;PAR
850687;BOTINA COURO C/CAD N°36 HSE 19 0131 EDGO;PAR
850696;CINTURAO SEG TIP PARA QUED N2 HSE 19 128;UN
850697;CONJUNTO EQUIP. RESGATE AEREO HSE 19 128;CJT
850699;PERNEIRA  SEGURANCA  P/USO AREAS RU;PAR
850700;CORDA SEMIEST 30M 11MM LARANJA ET HS 128;M
850703;"LUVA SEG AT BORR 8 0"" CL2 17KV HSE20 216";PAR
850714;CONJ ATERRAMENTO PARA VEÍCULO;PI
850716;COBERTURA ISOL FLEX 17KV CL 2;PI
850723;Super Cone  Sinalização Viária;CDA
850724;SENSOR FADIGA MOTORISTA; I VUE D10
850725;Garra Wall;CDA
850726;GANCHO PARA BOLSA DE FERRAMENTA TIPO CAN;CDA
850732;Lençol de borracha isolante de 15kv inte;CDA
850734;"PLACA DE SINALIZAÇÃO ""ATENÇÃO   HOMENS T";CDA
850737;BOTINA COURO C/CAD N°46;CDA
850738;CAMISA RETARDANTE CHAMA LONG XGG;CDA
850739;CALCA RETARD CHAMA  TAM XGG;CDA
850740;Placa de advertência (Sinalização para p;CDA
850743;Sinalizador luminoso para cone;CDA
850745;DETECTOR AUSENCIA TENSAO 1 40KV;CDA
850750;Calço  para Poste Tipo 2    MAT OMBR NOM;CDA
850751;Calço  para Poste Tipo 1    MAT OMBR NOM;CDA
850752;PROT BORR LENÇOL C/ VELCRO CL 0 450X1000;CDA
850760;BOTINA MANOBREIRO  TAM 44  ET HS 131;CDA
850761;BOTINA MANOBREIRO  TAM 43  ET HS 131;CDA
850762;BOTINA MANOBREIRO  TAM 42  ET HS 131;CDA
850763;BOTINA MANOBREIRO  TAM 41  ET HS 131;CDA
850764;BOTINA MANOBREIRO  TAM 40  ET HS 131;CDA
850765;BOTINA MANOBREIRO  TAM 39  ET HS 131;CDA
850766;BOTINA MANOBREIRO  TAM 38  ET HS 131;CDA
850767;BOTINA MANOBREIRO  TAM 37  ET HS 131;CDA
850768;BOTINA MANOBREIRO  TAM 36  ET HS 131;CDA
850793;BALACLAVA FR  ABA TAM G ET HS 113;CDA
850807;PROTETOR AUDITIVO 3 FLANGES COM CORDAO;CDA
850962;JOGO CHAVE SOQUETE12 32POL;
850968;BANDEIROLA SINALIZAÇÃO NYLON 40x30 EMS04;PEÇ
850979;CHAVE ALLEN (JOGO);
850998;CARNEIRA CAPAC MAXTGARD MSA PEBD CATR;
851023;PROTETOR SOLAR FATOR 60FPS C/REP 120G;UN
851038;CHAVE SEG MED.CLIENTES GRUPO A DQN 2009;
851045;MARCO SINALIZAÇÃO HORIZ QUAD RJ D317.05;
851046;SACOLA VARA TELESCOPICA 7 EL HSE 19 128;
851092;CINTA AMARRACAO CARGA C/CATRAC 50MMX9 4T;UN
860211;FITA ISOL. AT 0 76MM 19MMX10M NBR 10669;PEÇ
860333;FITA ISOL 19MMX20M PRETA D220.01 FP;PEÇ
860342;FITA ISOL ADE PRETA 19MMX20M PM BR220.01;RLL
860343;FITA ISOL ADE AZUL 19MMX20M PM BR220.01;RLL
860344;FITA ISOL AUTOFUS 19MMX10M PM BR220.02;RLL
880002;BASTAO ISOL TALHA 32X 407MM;PI
880060;DESENGRIPANTE LUB. SPRAY 300ML;
880074;HIPORCLOR DICLORO ESTABILIZADO GRANULADO;KG
880075;ESTROPO  NYLON 800MM CARGA TRAB 454;
890039;COLETE  FISCALIZACAO  BRIM LEVE  AZ;
890040;Barreira de New Jersey;CDA
890041;CINTO OPERACIONAL MASCULINO ET HS 55;CDA
890042;CAMISETA MALHA FR R2 ML TAM GG ET HS 55;CDA
890047;CAMISETA MC ALGODAO TAM GG ET HS 55;CDA
890048;CAMISETA MC ALGODAO TAM M ET HS 55;CDA
890049;CAMISETA MC ALGODAO TAM P ET HS 55;CDA
890050;CAMISETA MC ALGODAO TAM G ET HS 55;CDA
910001;Garrafa Térmica _ Litros 5 _ Transporte;CDA
910067;ENVELOPE SACO ACONDICIONAMENTO MEDIDOR M;UN
910099;ESCOVA  CABO E ESCOVA DUPLA EM FORM;UN
910109;CAVALETE;
910384;BINÓCULO VANGUARD 12X50MM;
910400;ENVELOPE SEG PP CRIS TARJA 405X485MM;PEÇ
970779;SUCATA DE CONCRETO;UN
970789;SUCATA  METAIS FERROSOS   FERRO/ACO(SUC);KG
970798;SUCATA  CRUZETA  MADAEIRA DIVERSOS (SUC);M3
9900000068;PINCEL MARCADOR QUADRO BR AZ INDIV;UN
9900000112;ADAPTADOR CONE POLIETC/ENCAIXEEMS58UN;
9900000163;LONA  PLÁSTICA(ENCERADO) PARA COBERTURA;UN
9900000190;APAGADOR QUADRO BRANCO PLASTICO AZ IND;UN
9900000194;TINTA  SPRAY COR PRETA;UN
9900000225;BATERIAS;UN
9900000319;PINCEL MARCADOR QUADRO BR VM INDIV;UN
9900000320;PINCEL MARCADOR QUADRO BR PT INDIV;UN
9900000513;COLHER DE PEDREIRO;UN
9900000515;PRANCHETAS DE MÃO;UN
9900000824;ROLDANA LANC DE CONDUTORES DE MT E BT;UN
9900001142;OLEO MOTOR TURBO;UN
9900001392;"CORRENTE STIHL MOD.HT 75 3/8""UN";
9900001510;TINTA SPRAY AMARELO;UN
9900001553;OLEO LUB. 15W 40/01LT.MOBIL;UN
9900002026;"TALHADEIRA ACO 25 X 150MM (1 X 6"") RETUN";
9900002629;FITA SINALIZAÇÃO C/ CARRETEL 40MT;M
9900003503;TRENA DE FIBRA 20M;UN
9900003505;"Serra copo 3/4""""";UN
9900003573;TRIPE;UN
9900003878;COLETE REFLET TIPO FAIXA COR VERMELHA FP;UN
9900004199;CONDICIONADOR  AR TIPO SPLIT (SUC);UN
9900004243;Perfuratrizes Hidráulicas com brocas Hel;UN
9900004348;CAMERA VEIC P/MONIT 129X50X35MM XDRIVEN;UN
9900004416;CJ ATERR TEMP PARA VEICULO NTS 007 21;UN
9900004420;BASTAO GARRA FB VIDRO 38X2670MM NTS01 21;UN
9900004422;PA BICO ACO CARB 330X290MM NTE G 008 17;UN
9900004423;CAIXA FERRAM CACAMBA FIBR 500X170X185MM;UN
9900004424;ESTROPO POLIAMIDA 1200MM 670KGF;UN
9900004425;ESTROPO 500MM;UN
9900004428;COBERTURA ISOL FLEX 17KV CL 2 NTS02 21;UN
9900004429;COBERTURA ISOL FLEX 36KV CL3 NTS002 21;UN
9900004430;COBERT ISO CIR 30KV CL3 150X300MM NTS 22;UN
9900004432;COBERT ISO CIR 30KV CL3 150X600MM NTS 21;UN
9900004433;COBERT ISO RIG 30KV CL3 150X1200MM NTS21;UN
9900004434;COBERTURA ISO COND 129 2X86X1560MM NST21;UN
9900004435;CRUZETA AUXILIAR 64MM X 2 83M NTS001 21;UN
9900004436;LENCOL ISOL 36KV CL4 3ENTRALHES NTS02 21;UN
9900004439;"MOITAO TRIPL ALUM GANCHO 1/2 "" 1589 KG";UN
9900004440;LENCOL ISOL BORR CL4 910X910X4MM NTS2 21;UN
9900004442;JUMPER C/GRAMPO RG3622 1 200A 4 6M;UN
9900004444;JUMPER C/GRAMPO RG3622 1 260A 4 6M;UN
9900004445;JUMPER C/GRAMPO RG3622 1 400A 4 6M;UN
