?Codigo;Descricao;Unidade
274686;CONEC.COMPR.H AL/AL  AL/CU DED 1451 I8;PEÇ
274702;CAPA PROT; CONEC CUNHA/ESTR
274711;CONEC.CUN ESTRIBO A336.4 SP185 D71071;PEÇ
274719;CONEC CUNHA DER.ESTRI CB35MM PM1780I1 FP;PEÇ
274730;CONECTOR EMENDA FIBRA OPTICA D710.28;PEÇ
274731;CONECTOR TERMINAL FIBRA OPTICA D710.28;PEÇ
274743;CONEC TERM COMPR CB BAR CHT CU630 2F;PEÇ
274790;PROTETOR DE EMENDA ANTI FURTO PMBR780050;PEÇ
274810;EMENDA LIGA AL MT ISOL 35 150MM2 D72004.;UN
274884;PRENSA CABO BSP CB 6 A 12MM D762.03;UN
274902;CONECTOR CUN AL 477 556 315TR/DR D71054;UN
274903;CONECTOR CUN BIM MOD.I D71039;UN
274904;CONECTOR CUN BIM MOD.II D71039;UN
274920;CONECTOR CUN BIM MOD.VI D71039;UN
274921;CONECTOR CUN BIM MOD.VII D71039;UN
274938;CONECTOR PARAL CU 2X 70MM2 2P D71026;UN
274963;CONEC.COMPR.H AL/AL AL/CU DED 1451 I2;PEÇ
274964;CONEC.COMPR.H AL/AL AL/CU DED 1451 I3;PEÇ
274966;CONEC  COMPR H AL/AL AL/CU DED 1451 I9;PEÇ
274968;CONEC PERF AL CU 16 150T 1 5 6D 71053 FP;PEÇ
274970;TERMINAL EXT 12/20kV 35MM2 70MM2 GSCC005;PEÇ
274971;TERMINAL INT 12/20kV 35MM2 70MM2 GSCC005;PEÇ
274972;CONECT PARAF FEND DED 1845 I.4 FP;PEÇ
274973;LUVA EME COMP AL 2AWG PM Br720.15;PEÇ
274974;LUVA EME COMP AL 1/0AWG PM Br720.15;PEÇ
274975;LUVA EME COMP AL 4/0AWG PM Br720.15;PEÇ
274976;LUVA REPARO COND.CA1/0 AWG  DED 0112 I.2;PEÇ
274977;LUVA REP COND.CA4/0AWG  DED 0112 FP;PEÇ
274978;LUVA REPARO COND.CA336 4MCM DED 0112 I3;PEÇ
274980;LUVA EME COMP AL 336 4AWG PM Br720.15;PEÇ
274981;LUVA REPARO COND. CA 2 AWG  DED 0112 I.1;PEÇ
274984;LUVA.EMENDA.COMPRES.4AWGCAA.FP;PEÇ
274985;CONECTOR TERM COMPR CU 35MM2 1F D71048;PEÇ
274986;PROTETOR BUCHA 15KV RD COMPACTA DED 1782;PEÇ
274987;CONEC CUN AL I9 D=23.77 27.71MM D71054;PEÇ
274988;CONEC CUN AL I11 D=30.18 34.71MM D71054;PEÇ
274989;CONEC CUNHA DERIV II/VERDE PM1786 I7 FP;PEÇ
274991;COBERTURA EMENDA CB COBERTO RC DED 1901;PEÇ
274992;ESTRIBO RAMAL DE SERVIÇO DED 1707 I1 R3;PEÇ
274994;CONEC TERM COMPR AL 35MM2 2F D71038;PEÇ
274995;CONEC TERM COMPR AL 185MM2 2F D71038;PEÇ
274996;CONECTOR CUN BIM MOD.A D71039;PEÇ
274997;CONECTOR CUN BIM MOD.B D71039;PEÇ
274998;CONECTOR CUN BIM MOD.C D71039;PEÇ
274999;CONECTOR CUN BIM MOD.D D71039;PEÇ
275000;CONEC CUNHA DERIV I CINZA PM1786 I6 FP;PEÇ
275002;CONEC CUNH DERI VI BRAN/AZUL PM1786I9 FP;PEÇ
275003;CONEC CUNH DER VII BRN VERM D1786I10 FP;PEÇ
275009;ABRAÇ PLÁST 1.8X7.6X390MM PM BR761.01;PEÇ
275010;ABRAÇ PLÁST 2X8.9X770MM PM BR761.01;PEÇ
275011;ABRAÇ PLÁST 2X8.9X1095MM PM BR761.01;PEÇ
275013;CAPA ISOL.CONEC.CUNHA DERIV.DED 1788 I.1;PEÇ
275014;CAPA ISOL.CONEC.CUNHA DERIV.DED 1788 I.2;PEÇ
275019;LAÇO PREF MENS CORD ACO 7.9MM D730.04;PEÇ
275020;ESTRIBO BRACO L AZ SPACER D456.02;PEÇ
275026;ABRAÇ PLÁST 1.3X4.6X200MM PM BR761.01;PEÇ
275028;CONECTOR CUN BIM MOD.L D71039;PEÇ
275029;EMENDA RETA 12/20 kV 95 240mm² GSCC004;PEÇ
275031;TERM DESC 24KV COTV 250A  35  50 GSCC6/1;PEÇ
275040;TERMINAL EXT 12/20kV 95 240MM2 GSCC 005;PEÇ
275057;CARTUCHO CONEC.CUNHA PLAST AZUL PM2160FP;PEÇ
275059;LUVA.EMENDA.COMPRES.1/0AWGCAA FP;PEÇ
275061;ABRAÇADEIRA PARA CABO POTENCIA D1857;PEÇ
275062;CONEC COMPR H AL/AL AL/CU DED 1451 I10R4;PEÇ
275065;CONEC PER ISO 16 95/4 35MM² PM1851I3  FP;PEÇ
275066;CONEC PERF AL CU 25 120TR/DR D71053 FP;PEÇ
275068;LUVA EMEND ISOL AL BT 35MM2 PM R720.24.0;PEÇ
275069;LUVA EMEND ISOL AL BT 50MM2 PM R720.24.0;PEÇ
275070;LUVA EMEND ISOL LA BT 50MM2 PM R720.24.0;PEÇ
275071;LUVA EMEND ISOL LA BT 70MM2 PM R720.24.0;PEÇ
275072;LUVA EMEND ISOL AL BT 95MM2 PM R720.24.0;PEÇ
275073;LUVA EMEN ISOL AL BT 150MM2 PM R720.24.0;PEÇ
275074;ABRAÇ PLÁST 1X2.5X100MM PM BR761.01;PEÇ
275075;ABRAÇ PLÁST 1.1X3.6X150MM PM BR761.01;PEÇ
275076;CONEC.CUN ESTRIBO C16 35 A4 SP35 D71071;UN
275077;CONEC CUN AL I8 D=21.77 25.68MM D71054;PEÇ
275078;CONECTOR CUN BIM MOD.UNIF D71039;PEÇ
275079;CONEC TERM COMP MED CB 16MM² PM2092I5R8;PEÇ
275082;CONEC CUN AL I2 D=14.81 18 39MM D71054;PEÇ
275083;CONEC CUN AL I1 D=13.08 16.66MM D71054;PEÇ
275084;CONEC CUN AL I3 D=15.77 20.22MM D71054;PEÇ
275087;CONEC ESTR CUNH 4/0AWG CA/CAA PM71071 FP;PEÇ
275089;CONECT DERIV COMPR COND CU PM 2202 I1 FP;PEÇ
275090;CONECTOR DERIV COMPR COND CU P FP;PEÇ
275091;CONECTOR DERIV COMPR COND CU PM 2202 FP;PEÇ
275097;ESTRIBO RAMAL P/CH FUSIVEL DED 1707I2R3;PEÇ
275100;CONECTOR TERMINAL BARR CHATA 2FUR PM2212;PEÇ
275101;CARTUCHO METALICO AZUL PM BR710.67;PEÇ
275102;CARTUCHO METALICO VERMELHA PM BR710.67;PEÇ
275104;CONEC TERM COMPR AL 35MM2 1F D71038;PEÇ
275105;CONEC TERM COMPR AL 70MM2 2F D71038;PEÇ
275109;TERMINAL EXT 12/20kV 400MM2 GSCC 005;PEÇ
275115;CONEC TERM COMP MED CB 25MM PM2092I6R8;PEÇ
275116;CONECTOR ADAPT. 6MM CONDUT AL PM2233I1;PEÇ
275133;CAPA PROT CONEC CUNHA/ESTR D722.54;PEÇ
275134;LUVA EME COMP AL 25MM² AAAC PM Br720.15;PEÇ
275138;CONEC TERM COMPR AL 25MM2 2F D71038;PEÇ
275139;CONEC TERM COMPR AL 160MM2 2F D71038;PEÇ
275143;TERMINAL 24KV TERMOC EXT 630MM2 GSCC5/2;PEÇ
275153;CONEC CUNHA CB50MM²+CARACT.PM71054.0 FP;PEÇ
275154;CONEC CUNHA CB95MM²+CARAC.PMA710.54.0 FP;PEÇ
275155;CONEC CUNHA CB150MM²+CARAC.PMA71054.0 FP;PEÇ
275156;CAPA PROTET CONEX CABO CONC. AL PM2249;PEÇ
275157;CONECTOR TERM COND AL 35MM PM2251I1R0;PEÇ
275158;CONECTOR TERM COND AL 50MM PM2251I2R0;PEÇ
275168;TERMINAL DESC. 12/20kV 70 120mm² GSCC6/1;PEÇ
275169;CONECTOR CUNHA 70 00MM2/ 6 50MM;UN
275170;CONECTOR ADAP CONDUT AL 10MM PM2233I2;PEÇ
275171;CONECTOR ADAP. 16MM CONDUT AL PM2233I3;PEÇ
275177;CONECTOR ADAPT. 6MM CONDUT AL PM2233I4;PEÇ
275178;CONECTOR ADAPT. 10MM CONDUT AL PM2233I5;PEÇ
275179;CONECTOR ADAPT. 16MM CONDUT AL PM2233I6;PEÇ
275185;CONECT CUN ATER 7X10 HASTE 13MM PM71040;UN
275202;CONEC CUN AL I12 D=32.50 37.00MM D71054;PEÇ
275203;CONEC CUN AL I7 D=21.84 27.08MM D71054;PEÇ
275210;CONEC PARAL AL 336.4 MCM/200MM² D710.27;UN
275213;PRENSA FIOS CORDOALHA AZ 6 10MM D762.03;UN
275241;CONEC ATERR 16 70MM2 D710.25;UN
275274;CONECTOR TERM PINO 1X35 185 M16 D71059;UN
275282;CONEC TERM TORQ BIM 35 185MM2 1F D71063;UN
275284;TERMINAL INT 12/20kV 95 240MM2 GSCC 005;UN
275287;TERMINAL DESC RETO 12/20KV 250A GSCC006;UN
275291;TERMINAL DESC COT 12/20KV 400A CB 185MM²;UN
275296;TERM. DESC. S/A 12/20 KV 630A  CB240MM²;UN
275302;PT EUCAL.TRAT.12MX400DAN DED 0056 SUCATA;PEÇ
275310;EMENDA AUTOM AL 5.82 8.64MM D72014;PEÇ
275311;EMENDA AUTOM AL 9.27 12.07MM D72014;PEÇ
275312;EMENDA AUTOM AL 12.75 14.86MM D72014;PEÇ
275313;EMENDA AUTOM AL 14.73 18 .39MM D72014;PEÇ
275356;CONEC.CUN ESTRIBO A4/0 SP150 D71071;UN
275358;CONEC CUN AL I5 D=20.42 24.46MM D71054;UN
275364;CONEC CUN AL I6 D=28.70 24 28MM D71054;UN
275377;CONEC COMPR C CU P:25 35 D:16 25 D780.13;UN
275475;PROTETOR DE PARA RAIOS PM BR780.04;UN
275620;PROTETOR  EQUIPAMENTO  BUCHA DE TRA;UN
275628;CONECTOR  DERIV COMPRESSAO  TIPO H;UN
275629;CONECTOR  DERIV COMPRESSAO  TIPO H;UN
275630;CONECTOR  DERIV COMPRESSAO  TIPO H;UN
275694;CONEC PERF AL CU 16 95TR 4 35DR GSCC020;PEÇ
275695;CONEC PERF AL CU 25 120TR/DR GSCC020;PEÇ
275700;INFLADOR  LUVAS DE BORRACHA  BOMBA;UN
275722;LUVA.EMENDA.COMPRES.2AWGCAA.D72016;PEÇ
275878;KIT SUP POST/PAR P/FK CEO 4M/4T ACO INOX;UN
275892;LIMITADOR CARG MON REP AUT 2A ;
275895;LIMITADOR CARG REPO MON AUT 3A;
275897;COBERTURA ISOL PROT 25KV 3 5MM 200X400MM;UN
276656;EMENDA AUTOMÁTICA PARA CONDUTORES DE COB;PEÇ
276661;CONEC PERF AL CU 35 150TR/DR GSCC020;
276662;CONECPERF AL CU 50 150TR 6 54 6DR GSCC20;PEÇ
276672;CONEC PERF AL CU 16 150TR 1 5 6DR GSCC20;PEÇ
276682;EMENDA AUTOM CU 8.63 9.77MM D72014;PEÇ
276684;EMENDA AUTOM CU 10.10 10.66MM D72014;PEÇ
280046;CAIXA POLIC MED POLIF LENTE D19020;PEÇ
280047;CAIXA ENERGIA PC 310X173X75MM;PEÇ
280048;CAIXA POLIC MED POLIF. 200A D190.27;PEÇ
280051;CAIXA DISJ BT100A SUP FIX HORIZ PM1759I1;PEÇ
280052;CX MEDIDOR MONOFASICO  PM 1946 R4;PEÇ
280053;CX MEDIDOR POLIFASICO  PM 1943 R4;PEÇ
280055;CAIXA POLIC MED MONOF TRAVA D19026;UN
280056;CAIXA POLIC MED POLIF TRAVA D19026;UN
280057;ADAPTADOR;CX.MEDIDOR
280063;CAIXA IND LEITURA CONSUM ENERG I1 PM2240;PEÇ
280064;CAIXA IND LEITURA CONSUM ENERG I2 PM2240;PEÇ
300030;ISOLADOR POST PIN.CURT 36kV GSCC010/18;CDA
300032;ISOLADOR POST PIN.CURT 17 5kV GSCC010/16;CDA
300038;MAT OMBR NOM 22 1544 EDBR   Suporte para;CDA
300040;TP 145 SUCATA KV 138000/R3 115/115/R3;PI
300583;ISOLADOR VIDRO ZN D=254 PS146 D50031 FP;PEÇ
300590;ISOL. PILAR POLI.  560MM  DESPADRONIZADO;PEÇ
300591;ISOLAD PIL LP 145KV POSTE DT D500.61.1;PEÇ
300597;ISOL SUP CH FUS 300MM ESCOAM D2198;PEÇ
300598;ISOL SUSP CS120SB 650/3.625 GSCH004/8 FP;PEÇ
300644;ISOLADOR POLI PILAR FUG PRO 24kV GSCC010;UN
300647;ISOLADOR ROLDANA PORC 79X76 D500.54.0;UN
300655;ISOLADOR ROLDANA PORC 79X76 PM R 0064;PEÇ
300657;ISOL 15KV PINO ANTI POLUICAO DED 0295 FP;PEÇ
300662;ISOLADOR POLIM PILAR HIBR 24kV GSCC010;UN
300670;ISOLADOR PINO POLIM 35KV 35MM;D500.22.0
300692;ISOLADOR  ROLDANA  PORCELANA 79X76M(SUC);UN
300699;ISOL PIN POLIM 15KV LINHA FUGA PROTEGIDA;PEÇ
300708;ISOLADOR 15KV;SUCATA
300714;ISOLADOR POLI PILAR FUG PRO 36kV GSCC010;PEÇ
300840;ISOL PIL LP 72 5KV POSTE CIRC D500.61.1;CJT
300853;ISOLADOR POLIM ANCORAGEM 24kV GSCC010;PEÇ
300927;COBERTURA P/ ISOLADOR DE PINO PM2271 R.0;UN
310050;DETECTOR PESSOAL MT.5 36 2KV ET HS 317;CDA
310434;COND LIGA AL NU ENGRAX AAAC50MM  GSC 003;KG
310515;CABO NU CAA CL.B 336MCM LINNET GSC003;KG
310527;CORDOALH ACO ZINC B 9 5MM 7F EAR D212.03;KG
310528;CORDOALHA ACO ZINC B 7 9MM 7F AR D212.03;KG
310530;FIO E CABO  AL NU S/ALMA ACO DIVERSOS TI;KG
310535;CABO NU CAA CL.B 266MCM PARTRIDGE GSC003;KG
310539;COND LIGA AL NU ENGRAX AAAC160MM GSC 003;KG
310551;CABO ACO CU ATERR 6MM² D805.02;KG
310552;CABO ACO CU ATERR 35MM² D805.02;KG
310558;SUCATA  METAIS FERROSOS   FERRO/ACO(SUC);KG
310564;CB CU NU 120MM2 37F MEIO DURO D21001;KG
310566;CABO CU NU  25MM2 7F MEIO DURO GSC003;KG
310567;CABO COBRE NU 35MM2 M DURA CL2A;KG
310571;CABO ACO CU ATERR 16MM² D805.02;KG
310590;CABO CONCEN;CU
310599;CABO CU BLIND;CONTROLE
310600;CABO AL CA 336 4MCM PM 0057 I3 R8 FP;KG
310601;CONDUTOR AL NÚ CA 4/0 AWG DED 0057 I3 FP;KG
310602;CABO AL NÚ CA 1/0 AWG PM 0057 I2 R8 FP;KG
310603;CABO AL NÚ CA 2 AWG PM 0057 I1 R8 FP;KG
310604;CABO NU CAA CL.A 4AWG SWAN GSC003;KG
310605;CABO NU CAA CL.A 1/0AWG RAVEN GSC003;KG
310608;COND CU NU 70MM² 19 FIOS PM 1846 I7R8 FP;KG
310609;CABO COBRE NU 16MM2 M DURA CL2A D210.01;KG
310611;COND CU NU 25MM² 7 FIOS PM 1846 I5 R8 FP;KG
310633;COND LIGA AL NU ENGRAX AAAC70MM  GSC 003;KG
310635;CABO ACO CU ATERR 6MM² PM2181 FP;M
310636;COND LIGA AL NU ENGRAX AAAC25MM  GSC 003;KG
310648;EMENDA RET CONTR 24KV 400 630MM2 GSCC4/1;PEÇ
310651;CABO NU CAA CL.A 4/0AWG PENGUIN GSC003;KG
310653;CONDUTOR LIGA AL 25MM AAAC 7F GSC 003;KG
310654;CONDUTOR LIGA AL 50MM AAAC 7F GSC 003;KG
310733;CABO  ELETRICO ISOL POTENCIA  COBRE(SUC);M
310736;CABO  ELETRICO NU AL CA  4 AWG RO(SUC);KG
310740;CABO  ELETRICO NU AL CA  336.4 MCM (SUC);KG
310744;CABO  ELETRICO NU AL CAA  1/0 AWG (SUC);KG
310745;CABO  ELETRICO NU AL CAA  2/0 AWG (SUC);KG
310759;CORDOALHA  ACO ZINCADO 7 FIOS CLASS(SUC);M
310761;FIO  ALUMINIO COBERTO PARA AMARRACA(SUC);M
310777;CORDOALHA ACO ZINC A 7 9MM 7F MR D212.03;KG
310778;CORDOALHA ACO ZINC A 9 5MM 7F MR D212.03;KG
310789;CABO AL NÚ CA 2 AWG   SUCATA;M
310790;CONDALNÚCAA4AWG   SUCATA;KG
310791;CONDCUNU 35MM² 7FIOS   SUCATA;KG
310792;CONDALNUCAA1/0AWG   SUCATA;KG
310793;CONDCUNU 70MM² 19FIOS   SUCATA;KG
310794;CONDUTORALNÚCA4/0AWG   SUCATA;KG
310795;CABO AL NÚ CA 1/0 AWG   SUCATA;KG
310796;CABO AL CA 336 4MCM   SUCATA;KG
310805;CABO CU NU  25MM2 7F MEIO DURO SUCATA;KG
310806;CABO CU NU  35MM2 7F MEIO DURO SUCATA;KG
310825;CABO CU NU  70MM2 19F MEIO DURO SUCATA;KG
310830;CABO CU NU 240MM2 37F MEIO DURO SUCATA;KG
310832;CABO NU CAL 500MM2 37F SUCATA;KG
310834;CABO POT UNIP AL 8.7/15KV  50MM2 SUCATA;M
310835;CABO NU CA  2AWG 7F IRIS SUCATA;KG
310836;CABO NU CA  4AWG 7F ROSE SUCATA;KG
310837;CABO NU CA  1/0AWG 7F POPPY SUCATA;KG
310838;CABO NU CAA  4AWG 6/1F SWAN SUCATA;KG
310840;COND CU NU 16MM² 7 FIOS PM 1846 I SUCATA;KG
310841;COND CU NU 10MM² 1 FIO PM 1846 I2 SUCATA;KG
310842;CB NU CAA 336MCM LINNET B D21102 SUCATA;KG
310843;CONDOR AL NÚ CA 4/0 AWG DED 0057  SUCATA;KG
310844;COND AL NÚ CAA 4AWG PM 1955 I1 R4 SUCATA;KG
310845;COND AL NU CAA 1/0AWG PM 1955 I2  SUCATA;KG
310847;COND LIGA AL NU ENGRAX AAAC50MM² SUCATA;KG
310848;COND LIGA AL NU ENGRAX AAAC25MM SUCATA;KG
310849;CB DE ALUM NU CAA A 4/0 I5 211.0 SUCATA;KG
310850;CONDOR LIGA AL 25MM AAAC 7F PM223 SUCATA;KG
310851;CONDOR LIGA AL 50MM AAAC 7F PM223 SUCATA;KG
310854;CABO EL NU AL CAA 795MCM 26 X 7FIO(SUC);KG
310856;CABO NU CAA 336MCM LINNET A SUCATA;KG
310860;CABO  NU CA; 556MCM
310863;CABO  ELÉTRICO DE COBRE NÚ 2AWG  SUCATA;KG
310869;SEC UNIPOLAR 34.5KV 630A 720MM D198.03;UN
310906;CORDOALHA ACO ZINC A 9 5MM 7F AR D212.03;M
310949;COND CU NU 120MM² 37FIOS PM 1846 FP;KG
310992;CABO CAA 954 MCM RAIL B PM Br211.12;KG
310994;CORDOALHA  ACO ZINCADO 7 FIOS CLASS(SUC);M
311105;COND LIGA AL NU ENGRAX AAAC160MM SUCATA;
311107;COND LIGA AL NU ENGRAX AAAC70MM² SUCATA;
330287;CABO CONCENTR 0.6/1.0 1x16+10C GSCC014/3;M
330324;CABO CONCENTR 0.6/1.0 1X16+16A D230.10;M
330325;CABO CONCENTR 0.6/1.0 1x10+10A D230.10;M
330685;CABO BT PRE REUN AL 3X50+50 GSCC009/43;M
330686;CABO BT PRE REUN AL 3X25+25 GSCC009/42;M
330689;CABO BT PRE REUN AL 2X16+16 GSCC009/39;M
330699;CABO BT PRE REUN AL 3X35+35 GSCC009/31;M
330700;CABO BT PRE REUN AL 3X70+70 GSCC009/30;M
330701;CABO BT PRE REUN AL 3X120+70 GSCC009/29;M
330730;CABO PRE REUN AL 3X95+70MM² 8 7/15KV FPM;M
330731;CABO PRE REUN AL 3X35+50MM² 8 7/15KV FPM;M
330738;CB AL 35MM² PROT MT XLPE 15KV D1762 FP;M
330766;CB CU ISOL XLPE 0 6/1KV 240MM2 D20403 FP;M
330767;FIO  AL P/ AMARRACAO 4AWG D76001;KG
330768;FIO AL P/AMARRACAO 6AWG D76001;KG
330770;FIO AL COBERTO;AMARRACAO 4AWG
330774;CB CONC BIPOL 6mm² PM Br 217.22 FP;M
330784;CABO AL ISOL 70mm² 1F 15KV FP;M
330787;CB PRE REU CU 3X35+35 XLPE 1kV D208.15;M
330790;CB CONC BIPOL 10mm² PM Br 217.22 FP;M
330792;CABO POT UNIP AL 15kV 185MM2 GSC001/45;M
330795;CONDUTOR CONC. BIPOL.4² 1722I1 R6 FP;M
330797;CABO CONTROLE BLIND 4X4MM² PM 2136 I7;M
330799;CB PRE REU CU 3X25+25 XLPE 1kV D208.15;M
330802;CABO COBERTO 185MM 25KVXLPE+HDPE GSCC021;M
330810;CABO POT UNIP AL 15kV 400MM2 GSC001/49;M
330812;CABO PRE REUN AL 3X25+35mm² PM 1982I2 FP;M
330814;CABO POT UNIP AL 15kV 240MM2 GSC001/46;M
330816;CABO CONC AL 6MM2 0 6/1KV D210.13.0 FP;M
330823;CABO PRE REUN AL 2X16+25mm² GSCC009;M
330826;CABO CU BLIND CONTROLE  7X2 5MM2 ET206.2;M
330854;CB PRE REU AL3X95+50 CAPA EXT FP;M
330855;CB PRE REU AL3X150+70 CAPA EXT FP;M
330868;CABO COBERTO 50MM 15KV XLPE+HDPE GSCC021;M
330869;CABO COBERTO 185MM 15KVXLPE+HDPE GSCC021;M
330871;CABO COBERTO 50MM 25KV XLPE+HDPE GSCC021;M
330890;CABO CONCEN;CU
330895;CABO CONCENTRICO BIP AL 10MM   SUCATA;M
330896;CABO CONCENTRICO BIP AL 16MM   SUCATA;M
330897;CABO PRE REUN AL 3X150+70MM²   SUCATA;M
330898;CABO PRE REUN AL 3X35+50MM²   SUCATA;M
330899;CABO PRE REUN AL 3X50+50MM²   SUCATA;M
330900;CABO PRE REUN AL 3X95+50MM²   SUCATA;M
330902;CBAL185MM²PROT MT XLPE 15KV   SUCATA;M
330903;CBAL35MM²PROT MT XLPE15KV   SUCATA;M
330904;CBAL50MM²PROT MT XLPE15KV   SUCATA;M
330906;CABO CONCENTRICO BIP AL 10MM   SUCATA;M
330909;CABO MT CU HEPR 1X630 12/20KV FP;M
330918;CABO CU ISOL XLPE 0 6/1KV  16MM2 SUCATA;M
330920;CABO CU ISOL XLPE 0 6/1KV  35MM2 SUCATA;M
330923;CABO CU ISOL XLPE 0 6/1KV  95MM2 SUCATA;M
330925;CABO CU ISOL XLPE 0 6/1KV 185MM2 SUCATA;M
330936;CABO NU CAL EGX 160MM2 19F SUCATA;KG
330937;CABO POT PRE REUN AL 15 3X 50+50 SUCATA;M
330946;CABO PRE REUN BT AL 3X150 1X70 SUCATA;M
330952;CB MULT CU ISOL2X16+16MM 0 6/1KV  SUCATA;M
330954;COND CU ISOL 750V 35MM² DED1843 SUCATA;M
330955;CB PREREU AL3X35+50MM²8 7/15KV SUCATA;M
330957;CB PRE REUN AL 3X150+70MM² PM 198 SUCATA;M
330959;CB PRÉ REUN 0 6/1KV CU3X95+50 SUCATA;M
330960;CB PRE REU 0 6/1KV CU 3X35+35 DED SUCATA;M
330961;CONDOR CONC BIP CU 10MM² DED1722  SUCATA;M
330964;CB AL ISOL 185MM² 3F 15KV D21006. SUCATA;M
330967;CB PRE REUN AL 3X35+50MM² PM 1982 SUCATA;M
330968;CB PE REU AL 3X35+1X50 FP 6779848 SUCATA;M
330969;CB PRE REUN AL 2X16+25MM² PM 1982 SUCATA;M
330972;CB PRÉ REU 0 6/1KV CU3X70+50 SUCATA;M
330975;CB CONCENTRICO BIP AL 6MM PM2234  SUCATA;M
330976;CB CONCENTRICO BIP AL 16MM PM2234 SUCATA;M
330977;CB PRE REU AL3X95+70MM² 8 7/15KV SUCATA;M
330979;CB CU COB 16MMDQN1993 FP.4589331  SUCATA;M
330980;CB PRE REUN AL 3X25+35MM² PM 1982 SUCATA;M
330982;CABO BT SUBT 1x16 mm² AL. XLPE GSC002;M
330983;CABO BT SUBT. 1x240 mm² AL. XLPE GSC002;M
330984;CABO BT PRE REUN AL 3X95+54.6 GSCC009/12;M
330986;CABO POT CU 8.7/15kV630MM2 BLIN82 D21005;M
330987;CABO BT SUBT 1x150 mm² AL. XLPE GSC002;M
330988;CABO BT SUBT. 1x25 mm² AL. XLPE   GSC002;M
330990;CABO BT PRE REUN AL 3X150+80 GSCC009/013;M
330991;CABO AL PRE REU 8.7/15KV 3x50+50 GSCC008;M
330992;CABO AL PR REU 8.7/15KV 3x150+50 GSCC008;M
330993;CABO BT PRE REUN AL 3X35+54.6 GSCC009/09;M
330994;CABO BT PRE REUN AL 3X50+54.6 GSCC009/10;M
330995;CABO BT SUBT 1x70 mm² AL. XLPE GSC002;M
330996;CABO AL PRE REU 8.7/15KV 3x95+50 GSCC008;M
331095;CB.CONC.TRIP.CU 10MM² DED 1840 FP SUCATA;M
331255;CABO  ELETRICO ISOL MULTIPLEX  DUPL(SUC);M
331264;CB UNI CU ISOL RD SUB BT 70MM PM2 SUCATA;M
331275;MV UNDERGROUND SINGLE CORE CABLES 95 mm2;M
350021;CABO POT UNIP AL 8.7/15kV 630MM2  SUCATA;KG
350420;CABO DE FIBRA OPTICA TIPO RRUS D209.01;PEÇ
350447;CABO TRIPLEX MT AL XLPE 185MM2 FP;M
350453;JUMPER PARA OPGW 437614103;UN
350497;CB CONT 0 6/1KV CU PVC/A 1 5MM² 205.01.0;M
350498;CABO CONTROLE BLIND 4X2 5MM² PM2136I5;M
350500;CABO CONTROLE BLIND 12X1 5MM² PM2136I3;M
350524;CABO AL PROT XLPE 35MM² 15KV D21105.1 FP;M
350529;CB AL.8 7/15kV 3X50MM² MENS.AÇO FP;M
350530;CB AL 8 7/15kV 3X95MM²MENS.AÇO FP;M
350531;CB AL MT3X150MM²BLIN.AL MENS.AÇO FP;M
350537;CABO MT AL XLPE 3X240 12/20KV GSC001 FP;M
350544;CB DUP AL XLPE 1X35+1X35 0 6/1KV  SUCATA;M
350545;CB TRIP AL XLPE2X35+35MM 0 6/1KV  SUCATA;M
350546;CB AL PROT XLPE 50MM² 15KV D21105 SUCATA;M
350547;CB AL PROT XLPE 35MM² 15KV D21105 SUCATA;M
350548;CB AL PROT XLPE 185MM² 15KV D2110 SUCATA;M
350550;CB MT XLPE 3X50+50 3F 12/20KV S/F SUCATA;M
350624;CABO MONT 2P 26AWG PVC DB9XMAGN PT 2M;
350639;CB MT XLPE 3X150+50 3F 12/20KV S/ SUCATA;M
350733;CB TRIPLEX 12/20KV AL XLPE 185MM2 SUCATA;M
370140;LAMPADA VS ELIPTICO 220VX150WDED1828I3R2;PEÇ
370142;LAMPADA VS ELIPTICO 220VX70W DED1828I1R2;PEÇ
380012;Lanterna de capacete;PI
380030;Kit Lanterna Refletor A Bateria 18v Led;CDA
380430;LUMINÁRIA FECH P/LÂMP V.S.250W DED1837I3;PEÇ
380431;LUMINÁRIA FECH LÂMP VS 150W DED 1837I2;PEÇ
380461;LANTERNA  TATICA DE MAO LED 250 30;UN
380517;LANTERNA BATERIA RECARREGAVEL 5.000.000;
380519;FAROL TIPO HOLOFOTE PARA USO MANUAL 12 V;UN
400022;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 0;UN
400023;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 1;UN
400024;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 2;UN
400025;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 3;UN
400026;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 4;UN
400027;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 5;UN
400028;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 6;UN
400029;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 7;UN
400030;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 8;UN
400031;ANILHA PARA IDENTIFICAÇÃO DE RAMAL NUM 9;UN
400041;CINTA POSTE CIRC.AL 170MM   BLOQUEADO;PEÇ
400043;CINTA POSTE CIRC.AL 210MM;PEÇ
400044;CINTA POSTE CIRC.AL 230MM PM 1257 I9 R3;PEÇ
